CHR	POS	MarkerID	Allele1	Allele2	AC_Allele2	AF_Allele2	MissingRate	BETA	SE	Tstat	var	p.value	N
1	13098205	var_6563	A	T	49	0.0049	0	0.0457671	0.143795	2.21343	48.3629	7.502721E-01	5000
1	13098221	var_6564	A	T	15	0.0015	0	0.193853	0.258931	2.89138	14.9153	4.540575E-01	5000
1	13106295	var_6568	A	T	14	0.0014	0	-0.229522	0.268072	-3.19391	13.9155	3.918892E-01	5000
1	13108299	var_6569	A	T	53	0.0053	0	0.204691	0.135873	11.0874	54.1666	1.319428E-01	5000
1	13110304	var_6571	A	T	80	0.008	0	0.106323	0.113014	8.32462	78.2957	3.468096E-01	5000
1	13119831	var_6575	A	T	11	0.0011	0	-0.255137	0.302167	-2.79435	10.9523	3.984690E-01	5000
1	13121461	var_6577	A	T	247	0.0247	0	-0.0460065	0.0640056	-11.2301	244.098	4.722713E-01	5000
UR	UR	gene_50:synonymous:0.05	UR	UR	543.598	0.0543598	0	0.00506806	0.0102763	47.9921	9469.52	6.218853E-01	5000
1	14003416	var_6973	A	T	24	0.0024	0	0.0357012	0.204932	0.850086	23.8112	8.617006E-01	5000
1	14006939	var_6977	A	T	16	0.0016	0	0.125287	0.251273	1.98432	15.8383	6.180558E-01	5000
1	14012986	var_6980	A	T	30	0.003	0	0.09155	0.183283	2.72529	29.7683	6.174273E-01	5000
1	14023595	var_6984	A	T	393	0.0393	0	0.0177375	0.0515757	6.6681	375.933	7.309126E-01	5000
1	14039224	var_6988	A	T	385	0.0385	0	0.0287822	0.05205	10.6239	369.112	5.802829E-01	5000
1	14042741	var_6989	A	T	22	0.0022	0	-0.147875	0.213913	-3.23162	21.8536	4.893859E-01	5000
1	14044974	var_6991	A	T	125	0.0125	0	0.150539	0.0885973	19.1782	127.397	8.929394E-02	5000
UR	UR	gene_51:synonymous:0.05	UR	UR	27.4249	0.00274249	0	-0.00410754	0.0433048	-2.19033	533.247	9.244325E-01	5000
1	14424010	var_7166	A	T	41	0.0041	0	-0.0538725	0.157244	-2.17881	40.4438	7.318960E-01	5000
1	14433077	var_7170	A	T	308	0.0308	0	-0.0532912	0.0583068	-15.6753	294.145	3.607278E-01	5000
1	14433668	var_7172	A	T	151	0.0151	0	0.0715334	0.0816674	10.7254	149.935	3.810781E-01	5000
1	14436220	var_7175	A	T	23	0.0023	0	0.288029	0.209267	6.57712	22.8349	1.687059E-01	5000
1	14436516	var_7176	A	T	167	0.0167	0	0.00249125	0.0788188	0.401013	160.968	9.747852E-01	5000
1	14448116	var_7180	A	T	133	0.0133	0	-0.0955849	0.0880142	-12.3391	129.09	2.774716E-01	5000
1	14452046	var_7181	A	T	230	0.023	0	0.213086	0.0664296	48.2872	226.609	1.338016E-03	5000
1	14459561	var_7186	A	T	230	0.023	0	0.213086	0.0664296	48.2872	226.609	1.338016E-03	5000
1	14464067	var_7188	A	T	29	0.0029	0	-0.00924959	0.186697	-0.265367	28.6896	9.604863E-01	5000
1	14465806	var_7191	A	T	166	0.0166	0	-0.0590227	0.078587	-9.55691	161.919	4.526231E-01	5000
1	14467532	var_7192	A	T	24	0.0024	0	0.065609	0.204898	1.56274	23.819	7.488145E-01	5000
1	14469724	var_7197	A	T	50	0.005	0	-0.0741598	0.139521	-3.80968	51.3712	5.950510E-01	5000
UR	UR	gene_52:synonymous:0.05	UR	UR	92.283	0.0092283	0	-0.00929733	0.026091	-13.6576	1468.99	7.215844E-01	5000
1	15175788	var_7589	A	T	328	0.0328	0	-0.138829	0.0562586	-43.8633	315.953	1.359880E-02	5000
1	15177948	var_7590	A	T	46	0.0046	0	0.128766	0.148459	5.84232	45.3717	3.857524E-01	5000
1	15183034	var_7593	A	T	457	0.0457	0	0.0251725	0.0477769	11.0278	438.09	5.982796E-01	5000
1	15188992	var_7597	A	T	500	0.05	0	0.00841202	0.0456155	4.04274	480.591	8.536906E-01	5000
1	15205858	var_7602	A	T	13	0.0013	0	-0.0090934	0.278044	-0.117625	12.9352	9.739100E-01	5000
1	15212583	var_7606	A	T	244	0.0244	0	0.00277153	0.065417	0.647646	233.678	9.662061E-01	5000
1	15221119	var_7614	A	T	409	0.0409	0	-0.0644713	0.0505995	-25.1811	390.578	2.026103E-01	5000
UR	UR	gene_53:synonymous:0.05	UR	UR	650.534	0.0650534	0	0.0103242	0.0100356	102.512	9929.22	3.035907E-01	5000
1	15786251	var_7894	A	T	261	0.0261	0	-0.00857201	0.0627213	-2.17898	254.197	8.912930E-01	5000
1	15788819	var_7896	A	T	40	0.004	0	-0.2393	0.159015	-9.46383	39.548	1.323525E-01	5000
1	15797330	var_7899	A	T	19	0.0019	0	-0.105935	0.230225	-1.99864	18.8666	6.454175E-01	5000
1	15807742	var_7905	A	T	35	0.0035	0	-0.128608	0.169959	-4.45222	34.6186	4.492318E-01	5000
1	15808756	var_7906	A	T	45	0.0045	0	-0.119222	0.149866	-5.30824	44.524	4.263087E-01	5000
1	15811790	var_7907	A	T	226	0.0226	0	-0.045949	0.0666377	-10.3475	225.196	4.904866E-01	5000
1	15819628	var_7909	A	T	21	0.0021	0	-0.312797	0.218883	-6.52886	20.8725	1.529875E-01	5000
1	15820978	var_7910	A	T	31	0.0031	0	-0.369497	0.180412	-11.3523	30.7235	4.055226E-02	5000
1	15828659	var_7913	A	T	231	0.0231	0	0.0149649	0.0671935	3.31451	221.486	8.237585E-01	5000
1	15831256	var_7916	A	T	99	0.0099	0	-0.128511	0.101657	-12.4355	96.7662	2.061740E-01	5000
UR	UR	gene_54:synonymous:0.05	UR	UR	175.629	0.0175629	0	0.00429294	0.0200358	10.694	2491.07	8.303417E-01	5000
1	16075979	var_8020	A	T	79	0.0079	0	-0.0102618	0.113561	-0.795728	77.5424	9.279980E-01	5000
1	16076819	var_8021	A	T	23	0.0023	0	0.0941693	0.209317	2.14933	22.8241	6.527902E-01	5000
1	16088568	var_8026	A	T	413	0.0413	0	-0.0378042	0.050638	-14.7431	389.984	4.553299E-01	5000
1	16089798	var_8027	A	T	396	0.0396	0	0.039302	0.051182	15.0031	381.738	4.425539E-01	5000
1	16099925	var_8032	A	T	20	0.002	0	-0.193017	0.224467	-3.83081	19.8471	3.898501E-01	5000
1	16100995	var_8034	A	T	22	0.0022	0	0.12617	0.213819	2.75972	21.873	5.551371E-01	5000
1	16106836	var_8038	A	T	204	0.0204	0	0.276503	0.0697883	56.7719	205.321	7.431867E-05	5000
1	16109015	var_8039	A	T	36	0.0036	0	0.0952163	0.167432	3.3965	35.6715	5.695700E-01	5000
1	16110740	var_8040	A	T	427	0.0427	0	-0.0534252	0.0498938	-21.4612	401.705	2.842685E-01	5000
UR	UR	gene_55:synonymous:0.05	UR	UR	522.191	0.0522191	0	0.0172404	0.00981826	178.846	10373.6	7.909635E-02	5000
1	16756226	var_8373	A	T	30	0.003	0	-0.167611	0.183396	-4.9834	29.7319	3.607519E-01	5000
1	16758624	var_8374	A	T	135	0.0135	0	0.0484812	0.0860795	6.54295	134.959	5.732891E-01	5000
1	16772075	var_8383	A	T	60	0.006	0	0.069285	0.130029	4.09787	59.1451	5.941428E-01	5000
1	16774367	var_8385	A	T	33	0.0033	0	-0.151448	0.174821	-4.95535	32.7198	3.863255E-01	5000
1	16777600	var_8387	A	T	408	0.0408	0	-0.0668145	0.0505689	-26.1278	391.05	1.864161E-01	5000
1	16779999	var_8390	A	T	28	0.0028	0	-0.319655	0.189913	-8.86284	27.7263	9.234283E-02	5000
1	16780304	var_8391	A	T	333	0.0333	0	-0.0102061	0.0557545	-3.28323	321.692	8.547549E-01	5000
1	16788201	var_8393	A	T	17	0.0017	0	-0.0517301	0.243208	-0.874557	16.9062	8.315617E-01	5000
1	16790424	var_8395	A	T	58	0.0058	0	-0.0815261	0.132301	-4.65768	57.1312	5.377519E-01	5000
1	16791327	var_8396	A	T	9566	0.9566	0	-0.02435	0.049211	-10.0548	412.929	6.207364E-01	5000
1	16799126	var_8397	A	T	110	0.011	0	0.0310166	0.0948686	3.44627	111.111	7.437109E-01	5000
UR	UR	gene_56:synonymous:0.05	UR	UR	406.813	0.0406813	0	0.0227734	0.0122913	150.742	6619.22	6.390978E-02	5000
1	16823446	var_8412	A	T	49	0.0049	0	-0.0171863	0.143734	-0.831879	48.4037	9.048241E-01	5000
1	16825912	var_8413	A	T	134	0.0134	0	0.025033	0.0863852	3.35454	134.005	7.719822E-01	5000
1	16832223	var_8415	A	T	78	0.0078	0	-0.133668	0.112901	-10.4866	78.4526	2.364338E-01	5000
1	16835588	var_8418	A	T	435	0.0435	0	0.0633532	0.0496344	25.7159	405.914	2.018160E-01	5000
1	16846770	var_8419	A	T	32	0.0032	0	0.0799846	0.17797	2.5253	31.5724	6.531233E-01	5000
1	16848257	var_8421	A	T	130	0.013	0	0.0609029	0.088238	7.82216	128.437	4.900612E-01	5000
1	16852907	var_8422	A	T	130	0.013	0	0.0609029	0.088238	7.82216	128.437	4.900612E-01	5000
1	16853962	var_8424	A	T	14	0.0014	0	-0.305266	0.267815	-4.25608	13.9422	2.543527E-01	5000
1	16854707	var_8426	A	T	61	0.0061	0	0.1804	0.12904	10.834	60.0557	1.621066E-01	5000
1	16856481	var_8429	A	T	49	0.0049	0	0.0163423	0.143758	0.790773	48.3881	9.094918E-01	5000
1	16859821	var_8430	A	T	358	0.0358	0	-0.0393854	0.0531809	-13.9259	353.58	4.589404E-01	5000
1	16865625	var_8433	A	T	24	0.0024	0	0.0666308	0.205048	1.58477	23.7843	7.452170E-01	5000
1	16866724	var_8435	A	T	59	0.0059	0	-0.257859	0.131119	-14.9985	58.1655	4.922943E-02	5000
1	16866990	var_8436	A	T	38	0.0038	0	-0.143703	0.16313	-5.4001	37.5781	3.783636E-01	5000
1	16870359	var_8441	A	T	47	0.0047	0	-0.0946371	0.146782	-4.39252	46.4144	5.190926E-01	5000
UR	UR	gene_57:synonymous:0.05	UR	UR	164.396	0.0164396	0	0.0174593	0.019718	44.9058	2572.02	3.759130E-01	5000
1	16928970	var_8472	A	T	41	0.0041	0	-0.0122996	0.153296	-0.523399	42.5541	9.360506E-01	5000
1	16930202	var_8475	A	T	46	0.0046	0	0.0762001	0.148413	3.45948	45.3999	6.076493E-01	5000
1	16939629	var_8483	A	T	13	0.0013	0	-0.0598879	0.278108	-0.774306	12.9293	8.295019E-01	5000
1	16946448	var_8488	A	T	188	0.0188	0	0.106479	0.0740321	19.4279	182.457	1.503534E-01	5000
1	16947182	var_8489	A	T	66	0.0066	0	0.0619309	0.12414	4.01871	64.8902	6.178632E-01	5000
1	16948397	var_8490	A	T	68	0.0068	0	0.102528	0.122232	6.86241	66.9318	4.015797E-01	5000
1	16956735	var_8491	A	T	353	0.0353	0	0.0155817	0.0544599	5.25364	337.168	7.747919E-01	5000
1	16956801	var_8492	A	T	20	0.002	0	0.488259	0.224304	9.70456	19.8758	2.949745E-02	5000
1	16957279	var_8493	A	T	16	0.0016	0	0.426419	0.250633	6.7883	15.9193	8.887348E-02	5000
1	16960272	var_8497	A	T	12	0.0012	0	0.588921	0.289377	7.03281	11.9419	4.183745E-02	5000
1	16964101	var_8500	A	T	13	0.0013	0	-0.0213144	0.278224	-0.27535	12.9185	9.389347E-01	5000
1	16970344	var_8504	A	T	390	0.039	0	-0.0313658	0.0516632	-11.7515	374.66	5.437707E-01	5000
1	16974732	var_8505	A	T	95	0.0095	0	0.00305176	0.103811	0.283182	92.7931	9.765477E-01	5000
UR	UR	gene_58:synonymous:0.05	UR	UR	601.607	0.0601607	0	-0.00883938	0.00931924	-101.78	11514.3	3.428705E-01	5000
1	16989283	var_8513	A	T	240	0.024	0	0.0448989	0.065369	10.5073	234.022	4.921754E-01	5000
1	16993692	var_8515	A	T	154	0.0154	0	0.027544	0.0815107	4.14571	150.512	7.354239E-01	5000
1	17001155	var_8520	A	T	11	0.0011	0	-0.225046	0.302309	-2.46246	10.942	4.566197E-01	5000
1	17003945	var_8522	A	T	18	0.0018	0	0.20098	0.236405	3.59616	17.8932	3.952413E-01	5000
1	17008534	var_8527	A	T	28	0.0028	0	-0.171246	0.189827	-4.75232	27.7514	3.669943E-01	5000
1	17015832	var_8533	A	T	349	0.0349	0	-0.0409905	0.0545579	-13.7711	335.957	4.524592E-01	5000
1	17019746	var_8534	A	T	77	0.0077	0	-0.209265	0.113516	-16.24	77.6049	6.525700E-02	5000
1	17025197	var_8536	A	T	410	0.041	0	-0.0591249	0.0505764	-23.1139	390.934	2.423952E-01	5000
1	17025884	var_8537	A	T	28	0.0028	0	0.156659	0.189937	4.34248	27.7194	4.094876E-01	5000
UR	UR	gene_59:synonymous:0.05	UR	UR	620.546	0.0620546	0	-0.0115616	0.0109843	-95.8233	8288.03	2.925444E-01	5000
1	1819751	var_858	A	T	117	0.0117	0	0.0488435	0.0936567	5.56838	114.005	6.020072E-01	5000
1	1822496	var_861	A	T	293	0.0293	0	0.0917942	0.059695	25.7596	280.623	1.241172E-01	5000
1	1822796	var_863	A	T	293	0.0293	0	0.0917942	0.059695	25.7596	280.623	1.241172E-01	5000
1	1834451	var_867	A	T	288	0.0288	0	0.0359238	0.0603192	9.8735	274.846	5.514683E-01	5000
1	1847647	var_876	A	T	353	0.0353	0	0.0320683	0.0539979	10.9982	342.962	5.525927E-01	5000
1	1848439	var_877	A	T	15	0.0015	0	-0.0299231	0.24321	-0.505877	16.9059	9.020801E-01	5000
1	1848659	var_879	A	T	60	0.006	0	0.203046	0.130161	11.9848	59.0253	1.187697E-01	5000
1	1854830	var_882	A	T	11	0.0011	0	-0.0573702	0.302227	-0.628088	10.948	8.494462E-01	5000
1	1860764	var_885	A	T	441	0.0441	0	-0.0487072	0.0490698	-20.2285	415.308	3.208998E-01	5000
UR	UR	gene_6:synonymous:0.05	UR	UR	398.281	0.0398281	0	0.00524278	0.0124715	33.7072	6429.27	6.742078E-01	5000
1	17138245	var_8596	A	T	328	0.0328	0	-0.0200369	0.056642	-6.24531	311.69	7.235288E-01	5000
1	17142311	var_8597	A	T	328	0.0328	0	-0.0200369	0.056642	-6.24531	311.69	7.235288E-01	5000
1	17142714	var_8598	A	T	72	0.0072	0	0.0495497	0.118893	3.50534	70.744	6.768541E-01	5000
1	17144679	var_8600	A	T	24	0.0024	0	-0.106957	0.20501	-2.54485	23.7931	6.018664E-01	5000
1	17148876	var_8602	A	T	12	0.0012	0	0.103927	0.289595	1.23922	11.9239	7.196918E-01	5000
1	17152816	var_8604	A	T	74	0.0074	0	0.110021	0.117309	7.99486	72.6668	3.483113E-01	5000
1	17167856	var_8607	A	T	27	0.0027	0	0.111015	0.193287	2.97149	26.7667	5.657305E-01	5000
1	17181994	var_8612	A	T	69	0.0069	0	0.0513874	0.121377	3.48803	67.8772	6.720266E-01	5000
1	17186391	var_8614	A	T	22	0.0022	0	-0.104518	0.213917	-2.28403	21.8529	6.251302E-01	5000
UR	UR	gene_60:synonymous:0.05	UR	UR	144.963	0.0144963	0	0.00564325	0.0203489	13.6285	2415.01	7.815308E-01	5000
1	17313945	var_8665	A	T	133	0.0133	0	0.0181448	0.0873985	2.37544	130.916	8.355339E-01	5000
1	17315971	var_8666	A	T	13	0.0013	0	0.201941	0.278167	2.60985	12.9238	4.678560E-01	5000
1	17339610	var_8671	A	T	74	0.0074	0	0.064876	0.115831	4.83543	74.5334	5.754166E-01	5000
1	17341731	var_8672	A	T	260	0.026	0	-0.0291251	0.0630232	-7.33274	251.767	6.439861E-01	5000
1	17353624	var_8675	A	T	66	0.0066	0	-0.0920368	0.124069	-5.97905	64.9636	4.581983E-01	5000
1	17356886	var_8677	A	T	81	0.0081	0	0.0388464	0.110813	3.16353	81.4369	7.259190E-01	5000
UR	UR	gene_61:synonymous:0.05	UR	UR	485.11	0.048511	0	-0.0175337	0.0101885	-168.909	9633.38	8.526309E-02	5000
1	17440811	var_8718	A	T	83	0.0083	0	0.236027	0.109525	19.6758	83.3624	3.116174E-02	5000
1	17442029	var_8719	A	T	51	0.0051	0	0.0849001	0.140993	4.27085	50.3043	5.470684E-01	5000
1	17447290	var_8722	A	T	11	0.0011	0	0.358324	0.302378	3.91901	10.9371	2.360091E-01	5000
1	17450760	var_8724	A	T	60	0.006	0	-0.173211	0.130096	-10.2341	59.0847	1.830518E-01	5000
1	17452543	var_8726	A	T	201	0.0201	0	-0.0139329	0.072123	-2.67852	192.244	8.468157E-01	5000
1	17457867	var_8730	A	T	203	0.0203	0	-0.0732307	0.0713868	-14.37	196.23	3.049716E-01	5000
1	17459690	var_8732	A	T	51	0.0051	0	-0.244792	0.140944	-12.3226	50.339	8.242279E-02	5000
1	17463128	var_8734	A	T	22	0.0022	0	0.00790611	0.214089	0.172494	21.8179	9.705415E-01	5000
1	17464235	var_8736	A	T	388	0.0388	0	0.0169828	0.0520383	6.27139	369.278	7.441579E-01	5000
1	17471683	var_8738	A	T	144	0.0144	0	-0.0582669	0.0847996	-8.10279	139.063	4.920116E-01	5000
1	17478497	var_8744	A	T	11	0.0011	0	-0.0294949	0.30239	-0.322561	10.9361	9.222981E-01	5000
1	17482186	var_8745	A	T	51	0.0051	0	-0.244792	0.140944	-12.3226	50.339	8.242279E-02	5000
1	17485304	var_8748	A	T	19	0.0019	0	0.0825153	0.230302	1.55575	18.8541	7.201248E-01	5000
UR	UR	gene_62:synonymous:0.05	UR	UR	350.107	0.0350107	0	-0.00246272	0.0135809	-13.3523	5421.78	8.561033E-01	5000
1	17932172	var_8990	A	T	42	0.0042	0	0.0746471	0.155311	3.09463	41.4568	6.307795E-01	5000
1	17943132	var_8997	A	T	11	0.0011	0	0.242591	0.302213	2.65612	10.949	4.221403E-01	5000
1	17943990	var_8998	A	T	289	0.0289	0	-0.0411466	0.0596104	-11.5795	281.421	4.900312E-01	5000
1	17948982	var_9003	A	T	346	0.0346	0	0.0235539	0.0541622	8.02916	340.884	6.636517E-01	5000
1	17951818	var_9007	A	T	357	0.0357	0	0.0726941	0.0537149	25.1947	346.586	1.759494E-01	5000
1	17952883	var_9008	A	T	170	0.017	0	-0.0320025	0.0772062	-5.36882	167.763	6.785032E-01	5000
1	17954721	var_9010	A	T	127	0.0127	0	0.0477009	0.0900139	5.88718	123.419	5.961616E-01	5000
1	17963577	var_9011	A	T	16	0.0016	0	-0.353862	0.25075	-5.62799	15.9045	1.581810E-01	5000
1	17965820	var_9012	A	T	25	0.0025	0	-0.393417	0.20115	-9.72327	24.715	5.048441E-02	5000
1	17974955	var_9021	A	T	19	0.0019	0	0.0133436	0.230069	0.252092	18.8923	9.537498E-01	5000
1	17977808	var_9023	A	T	256	0.0256	0	-0.0109889	0.0632781	-2.74439	249.743	8.621327E-01	5000
1	17980535	var_9024	A	T	80	0.008	0	0.00371615	0.112912	0.291484	78.4372	9.737448E-01	5000
UR	UR	gene_63:synonymous:0.05	UR	UR	927.413	0.0927413	0	-0.00165579	0.00743726	-29.9351	18079	8.238196E-01	5000
1	18093018	var_9082	A	T	86	0.0086	0	-0.0633562	0.107648	-5.46735	86.2955	5.561636E-01	5000
1	18093185	var_9083	A	T	35	0.0035	0	-0.140333	0.169837	-4.86514	34.6684	4.086447E-01	5000
1	18093900	var_9085	A	T	11	0.0011	0	-0.249923	0.302027	-2.73978	10.9625	4.079616E-01	5000
1	18096425	var_9086	A	T	436	0.0436	0	0.0166008	0.0494447	6.79033	409.036	7.370627E-01	5000
1	18108937	var_9090	A	T	479	0.0479	0	0.0490232	0.0469305	22.2583	454.035	2.962119E-01	5000
1	18115559	var_9093	A	T	20	0.002	0	0.110886	0.224388	2.20231	19.8609	6.211851E-01	5000
1	18125546	var_9095	A	T	103	0.0103	0	0.0644284	0.098708	6.61261	102.635	5.139388E-01	5000
1	18134181	var_9097	A	T	108	0.0108	0	-0.092941	0.0956905	-10.1501	109.21	3.314156E-01	5000
UR	UR	gene_64:synonymous:0.05	UR	UR	274.29	0.027429	0	0.0147719	0.0148	67.4397	4565.4	3.182281E-01	5000
1	18227403	var_9135	A	T	13	0.0013	0	0.357555	0.27809	4.62352	12.9309	1.985293E-01	5000
1	18244527	var_9146	A	T	116	0.0116	0	-0.0390605	0.0924482	-4.57025	117.005	6.726516E-01	5000
1	18246414	var_9147	A	T	11	0.0011	0	-0.0221578	0.302259	-0.242531	10.9456	9.415616E-01	5000
1	18253213	var_9149	A	T	214	0.0214	0	0.162369	0.0693939	33.718	207.662	1.929293E-02	5000
1	18267059	var_9155	A	T	26	0.0026	0	-0.193268	0.19688	-4.98605	25.7986	3.262706E-01	5000
UR	UR	gene_65:synonymous:0.05	UR	UR	433.402	0.0433402	0	-0.00871802	0.0114718	-66.2457	7598.71	4.472818E-01	5000
1	18470769	var_9250	A	T	107	0.0107	0	-0.0820407	0.0977846	-8.58002	104.582	4.014726E-01	5000
1	18472067	var_9252	A	T	27	0.0027	0	-0.216873	0.193211	-5.80954	26.7878	2.616644E-01	5000
1	18473556	var_9254	A	T	307	0.0307	0	-0.0224429	0.0572519	-6.84698	305.085	6.950564E-01	5000
1	18475299	var_9255	A	T	24	0.0024	0	-0.00554238	0.20506	-0.131805	23.7814	9.784374E-01	5000
1	18477917	var_9256	A	T	269	0.0269	0	0.0261714	0.0615719	6.9034	263.776	6.707964E-01	5000
1	18478088	var_9257	A	T	57	0.0057	0	-0.00624762	0.128999	-0.375439	60.0932	9.613724E-01	5000
1	18484572	var_9259	A	T	248	0.0248	0	0.0681078	0.0644005	16.4217	241.114	2.902532E-01	5000
1	18489745	var_9261	A	T	22	0.0022	0	0.201285	0.213968	4.39659	21.8426	3.468449E-01	5000
1	18497096	var_9266	A	T	91	0.0091	0	0.0859749	0.10599	7.65323	89.017	4.172718E-01	5000
1	18500197	var_9268	A	T	11	0.0011	0	0.135257	0.302304	1.48004	10.9424	6.545710E-01	5000
1	18506895	var_9271	A	T	249	0.0249	0	-0.115539	0.0651076	-27.2562	235.905	7.596672E-02	5000
1	18507699	var_9275	A	T	29	0.0029	0	0.052651	0.18666	1.51113	28.7009	7.778912E-01	5000
1	18508184	var_9276	A	T	364	0.0364	0	0.0521011	0.0536	18.135	348.074	3.310321E-01	5000
1	18512039	var_9277	A	T	112	0.0112	0	0.115521	0.0956331	12.6312	109.341	2.270619E-01	5000
1	18516457	var_9278	A	T	110	0.011	0	0.00824929	0.0947753	0.918387	111.329	9.306394E-01	5000
1	18516829	var_9279	A	T	108	0.0108	0	-0.0497684	0.0965619	-5.33755	107.248	6.062710E-01	5000
UR	UR	gene_66:synonymous:0.05	UR	UR	535.751	0.0535751	0	0.00442305	0.00993094	44.8478	10139.6	6.560443E-01	5000
1	18560167	var_9304	A	T	21	0.0021	0	-0.0282367	0.219294	-0.587166	20.7944	8.975461E-01	5000
1	18561154	var_9305	A	T	494	0.0494	0	-0.0365958	0.0458227	-17.4289	476.254	4.245002E-01	5000
1	18567045	var_9306	A	T	393	0.0393	0	0.0464665	0.0515304	17.499	376.593	3.672011E-01	5000
1	18569886	var_9307	A	T	64	0.0064	0	-0.123481	0.124134	-8.01346	64.8965	3.198631E-01	5000
1	18570461	var_9308	A	T	91	0.0091	0	0.0859749	0.10599	7.65323	89.017	4.172718E-01	5000
1	18571064	var_9309	A	T	29	0.0029	0	0.052651	0.18666	1.51113	28.7009	7.778912E-01	5000
1	18574828	var_9311	A	T	403	0.0403	0	-0.0692844	0.0500105	-27.7021	399.832	1.659315E-01	5000
1	18575724	var_9312	A	T	361	0.0361	0	0.0397723	0.0536222	13.8322	347.785	4.582608E-01	5000
1	18591381	var_9315	A	T	186	0.0186	0	0.107472	0.073698	19.7872	184.115	1.447642E-01	5000
1	18597528	var_9316	A	T	250	0.025	0	-0.114689	0.0649825	-27.1599	236.814	7.757685E-02	5000
1	18600279	var_9317	A	T	109	0.0109	0	0.142208	0.0970918	15.0854	106.08	1.430103E-01	5000
1	19021356	var_9515	A	T	42	0.0042	0	0.0179056	0.155144	0.74391	41.5463	9.081179E-01	5000
1	19027242	var_9518	A	T	32	0.0032	0	-0.0486628	0.177633	-1.54223	31.6921	7.841223E-01	5000
1	19028062	var_9519	A	T	418	0.0418	0	-0.00857408	0.0503743	-3.37885	394.078	8.648471E-01	5000
1	19034561	var_9522	A	T	47	0.0047	0	-0.108566	0.143645	-5.26151	48.4638	4.497748E-01	5000
1	19037255	var_9524	A	T	400	0.04	0	0.0434301	0.0515171	16.364	376.789	3.992149E-01	5000
1	19055749	var_9534	A	T	74	0.0074	0	-0.0768169	0.117331	-5.57992	72.6392	5.126607E-01	5000
UR	UR	gene_68:synonymous:0.05	UR	UR	467.575	0.0467575	0	-0.000845836	0.0101877	-8.14961	9634.98	9.338313E-01	5000
1	19092354	var_9549	A	T	50	0.005	0	0.0554183	0.142314	2.73627	49.3749	6.969736E-01	5000
1	19092530	var_9550	A	T	424	0.0424	0	0.0709347	0.0493259	29.1547	411.007	1.504110E-01	5000
1	19100031	var_9554	A	T	265	0.0265	0	0.137698	0.062282	35.498	257.795	2.704372E-02	5000
1	19109208	var_9558	A	T	447	0.0447	0	0.00831029	0.0484452	3.54091	426.087	8.637992E-01	5000
1	19116583	var_9559	A	T	278	0.0278	0	-0.0773821	0.0611204	-20.7142	267.688	2.054910E-01	5000
1	19116674	var_9560	A	T	403	0.0403	0	0.00800057	0.0507934	3.10103	387.602	8.748414E-01	5000
1	19116738	var_9561	A	T	284	0.0284	0	0.133345	0.0603448	36.6181	274.613	2.712518E-02	5000
1	19120070	var_9562	A	T	284	0.0284	0	0.133345	0.0603448	36.6181	274.613	2.712518E-02	5000
1	19128122	var_9564	A	T	9716	0.9716	0	-0.133345	0.0603448	-36.6181	274.613	2.712518E-02	5000
UR	UR	gene_69:synonymous:0.05	UR	UR	54.391	0.0054391	0	-0.0370244	0.0317836	-36.6507	989.905	2.440633E-01	5000
1	1884068	var_893	A	T	155	0.0155	0	-0.0408598	0.0816892	-6.12304	149.855	6.169439E-01	5000
1	1884698	var_894	A	T	35	0.0035	0	0.234703	0.165139	8.60631	36.669	1.552471E-01	5000
1	1884884	var_895	A	T	384	0.0384	0	0.0292026	0.0517516	10.9037	373.381	5.725603E-01	5000
1	1884931	var_896	A	T	80	0.008	0	0.0323494	0.112867	2.53941	78.4994	7.744071E-01	5000
1	1885789	var_897	A	T	182	0.0182	0	-0.0680724	0.0751714	-12.0467	176.968	3.651669E-01	5000
1	1887446	var_898	A	T	265	0.0265	0	-0.135957	0.0625292	-34.7725	255.761	2.968314E-02	5000
1	1891482	var_901	A	T	38	0.0038	0	-0.133188	0.16314	-5.00432	37.5734	4.142693E-01	5000
1	1894795	var_903	A	T	49	0.0049	0	0.0239025	0.143707	1.15741	48.4222	8.678989E-01	5000
1	1900474	var_907	A	T	105	0.0105	0	0.0864453	0.0978537	9.0279	104.435	3.770128E-01	5000
1	1910774	var_910	A	T	61	0.0061	0	0.00719352	0.128917	0.432835	60.1701	9.555014E-01	5000
1	1914409	var_912	A	T	110	0.011	0	-0.00185386	0.0965879	-0.198716	107.19	9.846867E-01	5000
1	1920361	var_914	A	T	368	0.0368	0	-0.0520725	0.0531355	-18.4433	354.185	3.270885E-01	5000
1	1922089	var_915	A	T	114	0.0114	0	-0.0500199	0.0940641	-5.65322	113.019	5.948891E-01	5000
1	1926433	var_918	A	T	276	0.0276	0	0.124718	0.0610847	33.4245	268	4.117852E-02	5000
UR	UR	gene_7:synonymous:0.05	UR	UR	627.145	0.0627145	0	0.0158598	0.00910181	191.445	12071	8.142228E-02	5000
1	2439166	var_1171	A	T	45	0.0045	0	-0.0711541	0.150287	-3.15033	44.2747	6.358893E-01	5000
1	2440653	var_1172	A	T	13	0.0013	0	0.266389	0.278248	3.44074	12.9162	3.383758E-01	5000
1	2442232	var_1173	A	T	41	0.0041	0	-0.0433797	0.157115	-1.75732	40.5103	7.824701E-01	5000
